"survey_id","survey_label","question_id","given","generation","given_game","given_chain","answer","selection","is_correct"
13,"within-splish",725,122,2,"between-category-game-a","splish",3,138,0
13,"within-splish",725,122,2,"between-category-game-a","splish",3,138,0
13,"within-splish",726,40,2,"between-category-game-a","splish",3,138,0
13,"within-splish",726,40,2,"between-category-game-a","splish",3,138,0
13,"within-splish",726,40,2,"between-category-game-a","splish",3,138,0
13,"within-splish",726,40,2,"between-category-game-a","splish",3,140,0
13,"within-splish",726,40,2,"between-category-game-a","splish",3,138,0
13,"within-splish",761,325,7,"between-category-game-a","splish",3,138,0
13,"within-splish",761,325,7,"between-category-game-a","splish",3,140,0
13,"within-splish",766,435,8,"between-category-game-a","splish",3,138,0
13,"within-splish",766,435,8,"between-category-game-a","splish",3,140,0
13,"within-splish",766,435,8,"between-category-game-a","splish",3,140,0
13,"within-splish",766,435,8,"between-category-game-a","splish",3,138,0
13,"within-splish",738,287,4,"between-category-game-a","splish",3,138,0
13,"within-splish",754,332,7,"between-category-game-a","splish",3,138,0
13,"within-splish",754,332,7,"between-category-game-a","splish",3,140,0
13,"within-splish",765,506,8,"between-category-game-a","splish",3,140,0
13,"within-splish",765,506,8,"between-category-game-a","splish",3,140,0
13,"within-splish",765,506,8,"between-category-game-a","splish",3,138,0
13,"within-splish",765,506,8,"between-category-game-a","splish",3,139,0
13,"within-splish",713,45,1,"between-category-game-a","splish",3,138,0
13,"within-splish",713,45,1,"between-category-game-a","splish",3,138,0
13,"within-splish",753,283,6,"between-category-game-a","splish",3,139,0
13,"within-splish",753,283,6,"between-category-game-a","splish",3,138,0
13,"within-splish",753,283,6,"between-category-game-a","splish",3,139,0
13,"within-splish",753,283,6,"between-category-game-a","splish",3,138,0
13,"within-splish",753,283,6,"between-category-game-a","splish",3,138,0
13,"within-splish",729,44,3,"between-category-game-a","splish",3,140,0
13,"within-splish",729,44,3,"between-category-game-a","splish",3,140,0
13,"within-splish",729,44,3,"between-category-game-a","splish",3,138,0
13,"within-splish",729,44,3,"between-category-game-a","splish",3,141,0
13,"within-splish",715,52,1,"between-category-game-a","splish",3,138,0
13,"within-splish",715,52,1,"between-category-game-a","splish",3,138,0
13,"within-splish",715,52,1,"between-category-game-a","splish",3,138,0
13,"within-splish",743,89,5,"between-category-game-a","splish",3,138,0
13,"within-splish",743,89,5,"between-category-game-a","splish",3,138,0
13,"within-splish",743,89,5,"between-category-game-a","splish",3,140,0
13,"within-splish",743,89,5,"between-category-game-a","splish",3,140,0
13,"within-splish",716,14,1,"between-category-game-a","splish",3,140,0
13,"within-splish",716,14,1,"between-category-game-a","splish",3,138,0
13,"within-splish",716,14,1,"between-category-game-a","splish",3,138,0
13,"within-splish",716,14,1,"between-category-game-a","splish",3,140,0
13,"within-splish",736,305,4,"between-category-game-a","splish",3,140,0
13,"within-splish",736,305,4,"between-category-game-a","splish",3,139,0
13,"within-splish",736,305,4,"between-category-game-a","splish",3,138,0
13,"within-splish",736,305,4,"between-category-game-a","splish",3,138,0
13,"within-splish",736,305,4,"between-category-game-a","splish",3,140,0
13,"within-splish",742,359,5,"between-category-game-a","splish",3,138,0
13,"within-splish",742,359,5,"between-category-game-a","splish",3,140,0
13,"within-splish",742,359,5,"between-category-game-a","splish",3,138,0
13,"within-splish",742,359,5,"between-category-game-a","splish",3,138,0
13,"within-splish",742,359,5,"between-category-game-a","splish",3,138,0
13,"within-splish",768,516,9,"between-category-game-a","splish",3,138,0
13,"within-splish",768,516,9,"between-category-game-a","splish",3,138,0
13,"within-splish",768,516,9,"between-category-game-a","splish",3,140,0
13,"within-splish",768,516,9,"between-category-game-a","splish",3,140,0
13,"within-splish",737,352,4,"between-category-game-a","splish",3,138,0
13,"within-splish",737,352,4,"between-category-game-a","splish",3,138,0
13,"within-splish",714,20,1,"between-category-game-a","splish",3,140,0
13,"within-splish",714,20,1,"between-category-game-a","splish",3,139,0
13,"within-splish",714,20,1,"between-category-game-a","splish",3,139,0
13,"within-splish",714,20,1,"between-category-game-a","splish",3,140,0
13,"within-splish",758,383,7,"between-category-game-a","splish",3,138,0
13,"within-splish",758,383,7,"between-category-game-a","splish",3,140,0
13,"within-splish",758,383,7,"between-category-game-a","splish",3,138,0
13,"within-splish",758,383,7,"between-category-game-a","splish",3,140,0
13,"within-splish",758,383,7,"between-category-game-a","splish",3,140,0
13,"within-splish",711,25,1,"between-category-game-a","splish",3,140,0
13,"within-splish",711,25,1,"between-category-game-a","splish",3,138,0
13,"within-splish",711,25,1,"between-category-game-a","splish",3,138,0
13,"within-splish",723,49,2,"between-category-game-a","splish",3,141,0
13,"within-splish",732,96,3,"between-category-game-a","splish",3,138,0
13,"within-splish",710,454,11,"between-category-game-a","splish",3,140,0
13,"within-splish",710,454,11,"between-category-game-a","splish",3,138,0
13,"within-splish",710,454,11,"between-category-game-a","splish",3,138,0
13,"within-splish",710,454,11,"between-category-game-a","splish",3,140,0
13,"within-splish",721,28,2,"between-category-game-a","splish",3,139,0
13,"within-splish",721,28,2,"between-category-game-a","splish",3,140,0
13,"within-splish",721,28,2,"between-category-game-a","splish",3,141,0
13,"within-splish",749,106,6,"between-category-game-a","splish",3,138,0
13,"within-splish",749,106,6,"between-category-game-a","splish",3,138,0
13,"within-splish",749,106,6,"between-category-game-a","splish",3,141,0
13,"within-splish",745,317,5,"between-category-game-a","splish",3,138,0
13,"within-splish",745,317,5,"between-category-game-a","splish",3,140,0
13,"within-splish",745,317,5,"between-category-game-a","splish",3,140,0
13,"within-splish",745,317,5,"between-category-game-a","splish",3,140,0
13,"within-splish",722,79,2,"between-category-game-a","splish",3,140,0
13,"within-splish",722,79,2,"between-category-game-a","splish",3,138,0
13,"within-splish",722,79,2,"between-category-game-a","splish",3,138,0
13,"within-splish",708,418,10,"between-category-game-a","splish",3,138,0
13,"within-splish",708,418,10,"between-category-game-a","splish",3,138,0
13,"within-splish",708,418,10,"between-category-game-a","splish",3,140,0
13,"within-splish",708,418,10,"between-category-game-a","splish",3,140,0
13,"within-splish",748,112,6,"between-category-game-a","splish",3,140,0
13,"within-splish",748,112,6,"between-category-game-a","splish",3,138,0
13,"within-splish",748,112,6,"between-category-game-a","splish",3,138,0
13,"within-splish",750,132,6,"between-category-game-a","splish",3,140,0
13,"within-splish",750,132,6,"between-category-game-a","splish",3,140,0
13,"within-splish",750,132,6,"between-category-game-a","splish",3,138,0
13,"within-splish",735,306,4,"between-category-game-a","splish",3,140,0
13,"within-splish",735,306,4,"between-category-game-a","splish",3,138,0
13,"within-splish",735,306,4,"between-category-game-a","splish",3,138,0
13,"within-splish",735,306,4,"between-category-game-a","splish",3,138,0
13,"within-splish",731,69,3,"between-category-game-a","splish",3,140,0
13,"within-splish",731,69,3,"between-category-game-a","splish",3,140,0
13,"within-splish",731,69,3,"between-category-game-a","splish",3,138,0
13,"within-splish",724,109,2,"between-category-game-a","splish",3,141,0
13,"within-splish",724,109,2,"between-category-game-a","splish",3,139,0
13,"within-splish",724,109,2,"between-category-game-a","splish",3,140,0
13,"within-splish",724,109,2,"between-category-game-a","splish",3,138,0
13,"within-splish",724,109,2,"between-category-game-a","splish",3,140,0
13,"within-splish",724,109,2,"between-category-game-a","splish",3,138,0
13,"within-splish",744,365,5,"between-category-game-a","splish",3,138,0
13,"within-splish",744,365,5,"between-category-game-a","splish",3,138,0
13,"within-splish",744,365,5,"between-category-game-a","splish",3,138,0
13,"within-splish",744,365,5,"between-category-game-a","splish",3,140,0
13,"within-splish",751,430,6,"between-category-game-a","splish",3,138,0
13,"within-splish",751,430,6,"between-category-game-a","splish",3,138,0
13,"within-splish",751,430,6,"between-category-game-a","splish",3,141,0
13,"within-splish",718,19,2,"between-category-game-a","splish",3,140,0
13,"within-splish",718,19,2,"between-category-game-a","splish",3,138,0
13,"within-splish",718,19,2,"between-category-game-a","splish",3,139,0
13,"within-splish",707,11,1,"between-category-game-a","splish",3,138,0
13,"within-splish",707,11,1,"between-category-game-a","splish",3,138,0
13,"within-splish",707,11,1,"between-category-game-a","splish",3,140,0
13,"within-splish",752,388,6,"between-category-game-a","splish",3,138,0
13,"within-splish",752,388,6,"between-category-game-a","splish",3,138,0
13,"within-splish",752,388,6,"between-category-game-a","splish",3,138,0
13,"within-splish",752,388,6,"between-category-game-a","splish",3,138,0
13,"within-splish",740,65,5,"between-category-game-a","splish",3,138,0
13,"within-splish",709,525,10,"between-category-game-a","splish",3,141,0
13,"within-splish",709,525,10,"between-category-game-a","splish",3,140,0
13,"within-splish",759,530,7,"between-category-game-a","splish",3,141,0
13,"within-splish",727,76,2,"between-category-game-a","splish",3,138,0
13,"within-splish",727,76,2,"between-category-game-a","splish",3,138,0
13,"within-splish",727,76,2,"between-category-game-a","splish",3,138,0
13,"within-splish",727,76,2,"between-category-game-a","splish",3,138,0
13,"within-splish",734,56,4,"between-category-game-a","splish",3,138,0
13,"within-splish",757,462,7,"between-category-game-a","splish",3,138,0
13,"within-splish",757,462,7,"between-category-game-a","splish",3,140,0
13,"within-splish",757,462,7,"between-category-game-a","splish",3,138,0
13,"within-splish",757,462,7,"between-category-game-a","splish",3,138,0
13,"within-splish",757,462,7,"between-category-game-a","splish",3,138,0
13,"within-splish",757,462,7,"between-category-game-a","splish",3,138,0
13,"within-splish",741,339,5,"between-category-game-a","splish",3,140,0
13,"within-splish",741,339,5,"between-category-game-a","splish",3,140,0
13,"within-splish",741,339,5,"between-category-game-a","splish",3,140,0
13,"within-splish",755,450,7,"between-category-game-a","splish",3,140,0
13,"within-splish",755,450,7,"between-category-game-a","splish",3,140,0
13,"within-splish",756,431,7,"between-category-game-a","splish",3,138,0
13,"within-splish",756,431,7,"between-category-game-a","splish",3,141,0
13,"within-splish",728,99,2,"between-category-game-a","splish",3,139,0
13,"within-splish",728,99,2,"between-category-game-a","splish",3,140,0
13,"within-splish",728,99,2,"between-category-game-a","splish",3,141,0
13,"within-splish",717,88,1,"between-category-game-a","splish",3,139,0
13,"within-splish",717,88,1,"between-category-game-a","splish",3,139,0
13,"within-splish",717,88,1,"between-category-game-a","splish",3,138,0
13,"within-splish",717,88,1,"between-category-game-a","splish",3,139,0
13,"within-splish",760,479,7,"between-category-game-a","splish",3,138,0
13,"within-splish",760,479,7,"between-category-game-a","splish",3,138,0
13,"within-splish",763,496,8,"between-category-game-a","splish",3,138,0
13,"within-splish",763,496,8,"between-category-game-a","splish",3,138,0
13,"within-splish",763,496,8,"between-category-game-a","splish",3,138,0
13,"within-splish",712,36,1,"between-category-game-a","splish",3,140,0
13,"within-splish",712,36,1,"between-category-game-a","splish",3,141,0
13,"within-splish",739,477,4,"between-category-game-a","splish",3,138,0
13,"within-splish",739,477,4,"between-category-game-a","splish",3,138,0
13,"within-splish",730,136,3,"between-category-game-a","splish",3,140,0
13,"within-splish",730,136,3,"between-category-game-a","splish",3,138,0
13,"within-splish",719,61,2,"between-category-game-a","splish",3,140,0
13,"within-splish",719,61,2,"between-category-game-a","splish",3,139,0
13,"within-splish",747,374,6,"between-category-game-a","splish",3,138,0
13,"within-splish",767,403,9,"between-category-game-a","splish",3,138,0
13,"within-splish",767,403,9,"between-category-game-a","splish",3,139,0
13,"within-splish",767,403,9,"between-category-game-a","splish",3,138,0
13,"within-splish",764,411,8,"between-category-game-a","splish",3,139,0
13,"within-splish",733,119,3,"between-category-game-a","splish",3,140,0
13,"within-splish",655,483,1,"within-category-game-a","splish",138,138,1
13,"within-splish",655,483,1,"within-category-game-a","splish",138,138,1
13,"within-splish",655,483,1,"within-category-game-a","splish",138,138,1
13,"within-splish",658,161,2,"within-category-game-a","splish",138,139,0
13,"within-splish",658,161,2,"within-category-game-a","splish",138,140,0
13,"within-splish",699,301,8,"within-category-game-a","splish",138,140,0
13,"within-splish",662,171,3,"within-category-game-a","splish",138,140,0
13,"within-splish",662,171,3,"within-category-game-a","splish",138,141,0
13,"within-splish",662,171,3,"within-category-game-a","splish",138,140,0
13,"within-splish",706,447,9,"within-category-game-a","splish",138,140,0
13,"within-splish",698,320,7,"within-category-game-a","splish",138,138,1
13,"within-splish",698,320,7,"within-category-game-a","splish",138,139,0
13,"within-splish",698,320,7,"within-category-game-a","splish",138,140,0
13,"within-splish",698,320,7,"within-category-game-a","splish",138,138,1
13,"within-splish",698,320,7,"within-category-game-a","splish",138,140,0
13,"within-splish",698,320,7,"within-category-game-a","splish",138,138,1
13,"within-splish",698,320,7,"within-category-game-a","splish",138,139,0
13,"within-splish",656,149,1,"within-category-game-a","splish",138,140,0
13,"within-splish",656,149,1,"within-category-game-a","splish",138,141,0
13,"within-splish",656,149,1,"within-category-game-a","splish",138,140,0
13,"within-splish",656,149,1,"within-category-game-a","splish",138,140,0
13,"within-splish",704,469,8,"within-category-game-a","splish",138,140,0
13,"within-splish",704,469,8,"within-category-game-a","splish",138,140,0
13,"within-splish",704,469,8,"within-category-game-a","splish",138,140,0
13,"within-splish",684,354,6,"within-category-game-a","splish",138,140,0
13,"within-splish",684,354,6,"within-category-game-a","splish",138,140,0
13,"within-splish",684,354,6,"within-category-game-a","splish",138,140,0
13,"within-splish",685,294,6,"within-category-game-a","splish",138,141,0
13,"within-splish",685,294,6,"within-category-game-a","splish",138,139,0
13,"within-splish",705,324,9,"within-category-game-a","splish",138,138,1
13,"within-splish",705,324,9,"within-category-game-a","splish",138,140,0
13,"within-splish",669,231,4,"within-category-game-a","splish",138,140,0
13,"within-splish",669,231,4,"within-category-game-a","splish",138,139,0
13,"within-splish",677,348,5,"within-category-game-a","splish",138,138,1
13,"within-splish",652,473,10,"within-category-game-a","splish",138,140,0
13,"within-splish",652,473,10,"within-category-game-a","splish",138,140,0
13,"within-splish",652,473,10,"within-category-game-a","splish",138,140,0
13,"within-splish",652,473,10,"within-category-game-a","splish",138,138,1
13,"within-splish",667,255,3,"within-category-game-a","splish",138,140,0
13,"within-splish",667,255,3,"within-category-game-a","splish",138,140,0
13,"within-splish",667,255,3,"within-category-game-a","splish",138,138,1
13,"within-splish",675,208,5,"within-category-game-a","splish",138,140,0
13,"within-splish",675,208,5,"within-category-game-a","splish",138,140,0
13,"within-splish",675,208,5,"within-category-game-a","splish",138,140,0
13,"within-splish",690,422,6,"within-category-game-a","splish",138,138,1
13,"within-splish",690,422,6,"within-category-game-a","splish",138,139,0
13,"within-splish",690,422,6,"within-category-game-a","splish",138,140,0
13,"within-splish",659,165,2,"within-category-game-a","splish",138,138,1
13,"within-splish",659,165,2,"within-category-game-a","splish",138,138,1
13,"within-splish",659,165,2,"within-category-game-a","splish",138,140,0
13,"within-splish",659,165,2,"within-category-game-a","splish",138,140,0
13,"within-splish",659,165,2,"within-category-game-a","splish",138,140,0
13,"within-splish",670,260,4,"within-category-game-a","splish",138,139,0
13,"within-splish",670,260,4,"within-category-game-a","splish",138,139,0
13,"within-splish",670,260,4,"within-category-game-a","splish",138,140,0
13,"within-splish",688,355,6,"within-category-game-a","splish",138,140,0
13,"within-splish",688,355,6,"within-category-game-a","splish",138,140,0
13,"within-splish",688,355,6,"within-category-game-a","splish",138,140,0
13,"within-splish",695,392,7,"within-category-game-a","splish",138,140,0
13,"within-splish",695,392,7,"within-category-game-a","splish",138,139,0
13,"within-splish",695,392,7,"within-category-game-a","splish",138,140,0
13,"within-splish",695,392,7,"within-category-game-a","splish",138,138,1
13,"within-splish",692,275,7,"within-category-game-a","splish",138,140,0
13,"within-splish",692,275,7,"within-category-game-a","splish",138,140,0
13,"within-splish",692,275,7,"within-category-game-a","splish",138,138,1
13,"within-splish",665,226,3,"within-category-game-a","splish",138,140,0
13,"within-splish",665,226,3,"within-category-game-a","splish",138,140,0
13,"within-splish",665,226,3,"within-category-game-a","splish",138,138,1
13,"within-splish",663,232,3,"within-category-game-a","splish",138,140,0
13,"within-splish",663,232,3,"within-category-game-a","splish",138,138,1
13,"within-splish",663,232,3,"within-category-game-a","splish",138,138,1
13,"within-splish",663,232,3,"within-category-game-a","splish",138,138,1
13,"within-splish",663,232,3,"within-category-game-a","splish",138,140,0
13,"within-splish",654,494,12,"within-category-game-a","splish",138,141,0
13,"within-splish",654,494,12,"within-category-game-a","splish",138,140,0
13,"within-splish",654,494,12,"within-category-game-a","splish",138,140,0
13,"within-splish",654,494,12,"within-category-game-a","splish",138,139,0
13,"within-splish",654,494,12,"within-category-game-a","splish",138,140,0
13,"within-splish",679,277,5,"within-category-game-a","splish",138,140,0
13,"within-splish",679,277,5,"within-category-game-a","splish",138,140,0
13,"within-splish",679,277,5,"within-category-game-a","splish",138,140,0
13,"within-splish",674,268,4,"within-category-game-a","splish",138,140,0
13,"within-splish",674,268,4,"within-category-game-a","splish",138,140,0
13,"within-splish",702,444,8,"within-category-game-a","splish",138,138,1
13,"within-splish",702,444,8,"within-category-game-a","splish",138,140,0
13,"within-splish",702,444,8,"within-category-game-a","splish",138,140,0
13,"within-splish",702,444,8,"within-category-game-a","splish",138,140,0
13,"within-splish",702,444,8,"within-category-game-a","splish",138,140,0
13,"within-splish",701,460,8,"within-category-game-a","splish",138,140,0
13,"within-splish",701,460,8,"within-category-game-a","splish",138,138,1
13,"within-splish",701,460,8,"within-category-game-a","splish",138,140,0
13,"within-splish",651,147,1,"within-category-game-a","splish",138,140,0
13,"within-splish",697,364,7,"within-category-game-a","splish",138,141,0
13,"within-splish",697,364,7,"within-category-game-a","splish",138,139,0
13,"within-splish",673,206,4,"within-category-game-a","splish",138,140,0
13,"within-splish",661,181,2,"within-category-game-a","splish",138,140,0
13,"within-splish",661,181,2,"within-category-game-a","splish",138,140,0
13,"within-splish",661,181,2,"within-category-game-a","splish",138,140,0
13,"within-splish",686,337,6,"within-category-game-a","splish",138,140,0
13,"within-splish",694,410,7,"within-category-game-a","splish",138,138,1
13,"within-splish",694,410,7,"within-category-game-a","splish",138,140,0
13,"within-splish",694,410,7,"within-category-game-a","splish",138,139,0
13,"within-splish",680,290,5,"within-category-game-a","splish",138,140,0
13,"within-splish",703,514,8,"within-category-game-a","splish",138,138,1
13,"within-splish",696,397,7,"within-category-game-a","splish",138,140,0
13,"within-splish",678,221,5,"within-category-game-a","splish",138,140,0
13,"within-splish",678,221,5,"within-category-game-a","splish",138,140,0
13,"within-splish",682,439,5,"within-category-game-a","splish",138,141,0
13,"within-splish",682,439,5,"within-category-game-a","splish",138,141,0
13,"within-splish",682,439,5,"within-category-game-a","splish",138,138,1
13,"within-splish",676,315,5,"within-category-game-a","splish",138,140,0
13,"within-splish",676,315,5,"within-category-game-a","splish",138,140,0
13,"within-splish",671,214,4,"within-category-game-a","splish",138,138,1
13,"within-splish",671,214,4,"within-category-game-a","splish",138,138,1
13,"within-splish",681,402,5,"within-category-game-a","splish",138,140,0
13,"within-splish",681,402,5,"within-category-game-a","splish",138,140,0
13,"within-splish",681,402,5,"within-category-game-a","splish",138,138,1
13,"within-splish",681,402,5,"within-category-game-a","splish",138,140,0
13,"within-splish",700,376,8,"within-category-game-a","splish",138,141,0
13,"within-splish",700,376,8,"within-category-game-a","splish",138,140,0
13,"within-splish",666,188,3,"within-category-game-a","splish",138,141,0
13,"within-splish",666,188,3,"within-category-game-a","splish",138,138,1
13,"within-splish",666,188,3,"within-category-game-a","splish",138,139,0
13,"within-splish",657,162,2,"within-category-game-a","splish",138,140,0
13,"within-splish",657,162,2,"within-category-game-a","splish",138,141,0
13,"within-splish",660,180,2,"within-category-game-a","splish",138,139,0
13,"within-splish",660,180,2,"within-category-game-a","splish",138,140,0
13,"within-splish",668,247,4,"within-category-game-a","splish",138,140,0
13,"within-splish",683,238,6,"within-category-game-a","splish",138,140,0
13,"within-splish",683,238,6,"within-category-game-a","splish",138,138,1
13,"within-splish",664,197,3,"within-category-game-a","splish",138,138,1
13,"within-splish",653,488,11,"within-category-game-a","splish",138,141,0
13,"within-splish",687,243,6,"within-category-game-a","splish",138,139,0
